id,project_slug,cve_id,cwe_id,cwe_name,github_username,github_repository_name,github_tag,github_url,advisory_id,buggy_commit_id,fix_commit_ids
398,snappy-java_CVE-2023-34455_v1.1.10.0,CVE-2023-34455,CWE-770,CWE-770: Allocation of Resources Without Limits or Throttling,xerial,snappy-java,v1.1.10.0,https://github.com/xerial/snappy-java,GHSA-qcwq-55hx-v3vh,820e2e074c58748b41dbd547f4edba9e108ad905,3bf67857fcf70d9eea56eed4af7c925671e8eaea
399,snappy-java_CVE-2023-34454_v1.1.10.0,CVE-2023-34454,CWE-190,CWE-190: Integer Overflow or Wraparound,xerial,snappy-java,v1.1.10.0,https://github.com/xerial/snappy-java,GHSA-fjpj-2g6w-x25r,3bf67857fcf70d9eea56eed4af7c925671e8eaea,d0042551e4a3509a725038eb9b2ad1f683674d94
400,snappy-java_CVE-2023-34453_v1.1.10.0,CVE-2023-34453,CWE-190,CWE-190: Integer Overflow or Wraparound,xerial,snappy-java,v1.1.10.0,https://github.com/xerial/snappy-java,GHSA-pqr6-cmr2-h8hf,27e2ce0fb09c92d2f8948626e32a0655b2b4ddc0,820e2e074c58748b41dbd547f4edba9e108ad905
401,guava_CVE-2023-2976_v31.1,CVE-2023-2976,CWE-379,CWE-379: Creation of Temporary File in Directory with Insecure Permissions,google,guava,v31.1,https://github.com/google/guava,GHSA-7g45-4rm6-3mm3,9407ed6dc2ba10df6a0c3874369345d1aef5cd52,feb83a1c8fd2e7670b244d5afd23cba5aca43284
402,hutool_CVE-2023-33695_5.8.17,CVE-2023-33695,CWE-377,CWE-377: Insecure Temporary File,chinabugotech,hutool,5.8.17,https://github.com/chinabugotech/hutool,GHSA-7mcw-xmx3-7p8m,6896fed4c110a02834085005dd30b40c079c8835,c33550f703f5d1d7dd71ad2992d79a5e5532ce2c
403,nifi_CVE-2023-34468_rel/nifi-1.21.0,CVE-2023-34468,CWE-94,CWE-94: Improper Control of Generation of Code ('Code Injection'),apache,nifi,rel/nifi-1.21.0,https://github.com/apache/nifi,GHSA-xm2m-2q6h-22jw,d956ede743342adea50ff31c17ea046c8fdd8bd4,4faf3ea59895e7e153db3f8f61147ff70a254361
404,nifi_CVE-2023-34212_rel/nifi-1.21.0,CVE-2023-34212,CWE-502,CWE-502: Deserialization of Untrusted Data,apache,nifi,rel/nifi-1.21.0,https://github.com/apache/nifi,GHSA-65wh-g8x8-gm2h,1c9f977f49177c47a9ee6ba623acc00944890f26,3fcb82ee4509d1ad73893d8dca003be6d086c5d6
405,jstachio_CVE-2023-33962_v1.0.0,CVE-2023-33962,CWE-79,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),jstachio,jstachio,v1.0.0,https://github.com/jstachio/jstachio,GHSA-gwxv-jv83-6qjr,f8ce4dba4b2ef9f8d6c78c5642a9ec3e10f7033f,7b2f78377d1284df14c580be762a25af5f8dcd66
406,inlong_CVE-2023-31101_1.6.0-RC0,CVE-2023-31101,CWE-1188,CWE-1188: Initialization of a Resource with an Insecure Default,apache,inlong,1.6.0-RC0,https://github.com/apache/inlong,GHSA-h79m-5cm2-278c,1a82f43e83afa23485f401025c5bfb77ce1961e4,5ad8701e94e104f86df0b51be9da6c3300de911a
407,hazelcast_CVE-2023-33264_v5.2.5,CVE-2023-33264,CWE-200,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,hazelcast,hazelcast,v5.2.5,https://github.com/hazelcast/hazelcast,GHSA-5gj6-62g7-vmgf,e4ce53728b9cfea4b9781c257dd2f8f13a79afa7,80a502d53cc48bf895711ab55f95e3a51e344ac1
408,codedx-plugin_CVE-2023-2631_codedx-3.1.0,CVE-2023-2631,CWE-UNKNOWN,,jenkinsci,codedx-plugin,codedx-3.1.0,https://github.com/jenkinsci/codedx-plugin,GHSA-mjmf-7wjw-f5xx,3dbdb2639809b8a83af3dd43ad5cbd3e67148537,0214f30488ea8481f01e4b14a861e13d75bebb8b
409,codedx-plugin_CVE-2023-2195_codedx-3.1.0,CVE-2023-2195,CWE-352,CWE-352: Cross-Site Request Forgery (CSRF),jenkinsci,codedx-plugin,codedx-3.1.0,https://github.com/jenkinsci/codedx-plugin,GHSA-gx2j-5vc3-3794,3dbdb2639809b8a83af3dd43ad5cbd3e67148537,0214f30488ea8481f01e4b14a861e13d75bebb8b
410,pipeline-utility-steps-plugin_CVE-2023-32981_pipeline-utility-steps-2.15.2,CVE-2023-32981,CWE-787,CWE-787: Out-of-bounds Write,jenkinsci,pipeline-utility-steps-plugin,pipeline-utility-steps-2.15.2,https://github.com/jenkinsci/pipeline-utility-steps-plugin,GHSA-6987-xccv-fhjp,8e8289e03bfd9abfe0060b722f00e8657c6eb26b,0ba4f329ee27c023609653e25bdd5604c5e46a11
411,codedx-plugin_CVE-2023-2196_codedx-3.1.0,CVE-2023-2196,CWE-22,CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),jenkinsci,codedx-plugin,codedx-3.1.0,https://github.com/jenkinsci/codedx-plugin,GHSA-5gjq-5339-x5cv,0214f30488ea8481f01e4b14a861e13d75bebb8b,138932b362c7da3c310b1f34fc854c5bf5f52458
412,codedx-plugin_CVE-2023-2632_codedx-3.1.0,CVE-2023-2632,CWE-256,CWE-256: Plaintext Storage of a Password,jenkinsci,codedx-plugin,codedx-3.1.0,https://github.com/jenkinsci/codedx-plugin,GHSA-gpc2-f62m-c6h6,138932b362c7da3c310b1f34fc854c5bf5f52458,a971a75da3eaf0ab5344c2b60942e7c8809ec913
413,codedx-plugin_CVE-2023-2633_codedx-3.1.0,CVE-2023-2633,CWE-256,CWE-256: Plaintext Storage of a Password,jenkinsci,codedx-plugin,codedx-3.1.0,https://github.com/jenkinsci/codedx-plugin,GHSA-352v-hhmh-2w8h,138932b362c7da3c310b1f34fc854c5bf5f52458,a971a75da3eaf0ab5344c2b60942e7c8809ec913
414,cas-plugin_CVE-2023-32997_cas-plugin-1.6.2,CVE-2023-32997,CWE-384,CWE-384: Session Fixation,jenkinsci,cas-plugin,cas-plugin-1.6.2,https://github.com/jenkinsci/cas-plugin,GHSA-hjh8-9gxh-cx4x,6c0061ba3a5c78a640ccf0e655c21017e6d9f085,3a33cc0175bcc18801faf9125afb38d495b5995f
415,sidebar-link-plugin_CVE-2023-32985_sidebar-link-2.2.1,CVE-2023-32985,CWE-22,CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),jenkinsci,sidebar-link-plugin,sidebar-link-2.2.1,https://github.com/jenkinsci/sidebar-link-plugin,GHSA-pp8m-prr7-wr8w,0f93746cf7236a8997e461cac12f518325354580,1bfd878ee107cdf349bc6a6bf3e9e6e25ef95ad5
416,file-parameters-plugin_CVE-2023-32986_264.v1733d9b_2a_380,CVE-2023-32986,CWE-732,CWE-732: Incorrect Permission Assignment for Critical Resource,jenkinsci,file-parameters-plugin,264.v1733d9b_2a_380,https://github.com/jenkinsci/file-parameters-plugin,GHSA-46f2-x6h2-x9hx,45906cce36dc3cff50437cab9fd1f5ca60b65c74,4b7b29d3469dc020ec61a387c0c793c1f1ac31dd
417,openmeetings_CVE-2023-29032_7.0.0-RC1,CVE-2023-29032,CWE-287,CWE-287: Improper Authentication,apache,openmeetings,7.0.0-RC1,https://github.com/apache/openmeetings,GHSA-v9rm-7rv9-r3fw,bcdbb43e31567367ed142ca96045659645aa8ef7,4e89e0ca076c83f26562f1146cf3e81ba0b16a7f
418,openmeetings_CVE-2023-29246_7.0.0-RC1,CVE-2023-29246,CWE-20,CWE-20: Improper Input Validation,apache,openmeetings,7.0.0-RC1,https://github.com/apache/openmeetings,GHSA-mg5h-f3q8-c96g,9f12a48994d0ad741ac140c52cbd2152f0d048d5,8e65a1344157b2898f2922d49a0bd2105687c4a5
419,ranger_CVE-2021-40331_release-2.3.0-rc3,CVE-2021-40331,CWE-732,CWE-732: Incorrect Permission Assignment for Critical Resource,apache,ranger,release-2.3.0-rc3,https://github.com/apache/ranger,GHSA-vjr2-wpfh-5r9p,871b0dcc4422cbe30d8415585ff2d2b00bdc4438,7dec3015ec82b69ba8f724410f12dfce2480cccd
420,alpakka-kafka_CVE-2023-29471_v4.0.1,CVE-2023-29471,CWE-312,CWE-312: Cleartext Storage of Sensitive Information,akka,alpakka-kafka,v4.0.1,https://github.com/akka/alpakka-kafka,GHSA-55vq-xpjf-r2xc,d7b3c88b7d1d8f8e12455294beb6d815c6db937b,4011b704e93b22f6fd956aac516c7159d384644c
421,dolphinscheduler_CVE-2023-25601_3.1.1,CVE-2023-25601,CWE-287,CWE-287: Improper Authentication,apache,dolphinscheduler,3.1.1,https://github.com/apache/dolphinscheduler,GHSA-3jxw-cv35-2mmv,696d8ae7f1357d3c10d781ade4c67d5a53cb2e27,416c41465dd490bd0546ac79f2c993004482ffe0
422,linkis_CVE-2023-29215_1.3.1,CVE-2023-29215,CWE-502,CWE-502: Deserialization of Untrusted Data,apache,linkis,1.3.1,https://github.com/apache/linkis,GHSA-qm2h-m799-86rc,304fb3f4624f45e5c25f6e6d41a8ea2e9904b32a,7005c01d7f7bca78322447f4f2f32b8398645687
423,jacoco-plugin_CVE-2023-28669_jacoco-3.3.2,CVE-2023-28669,CWE-79,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),jenkinsci,jacoco-plugin,jacoco-3.3.2,https://github.com/jenkinsci/jacoco-plugin,GHSA-xj29-gfww-j67g,79b76d359fe9737c1a04c985b4645bb950c28094,96386f94b00e8802c4905b58e5c3dc4fa4a7c1cd
424,karate_CVE-2023-1370_v1.3.1,CVE-2023-1370,CWE-674,CWE-674: Uncontrolled Recursion,karatelabs,karate,v1.3.1,https://github.com/karatelabs/karate,GHSA-5x5q-8cgm-2hjq,,5b3205d051952d3100aa0db1535f6ba6226bd87a
425,archiva_CVE-2023-28158_archiva-2.2.9,CVE-2023-28158,CWE-79,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),apache,archiva,archiva-2.2.9,https://github.com/apache/archiva,GHSA-qf34-f43r-gv9p,4d93c1f457e3a285e84a46f25fceee1c0d2bd615,d62e81c7e75f617cf01d2a75952a2c857758f8c4
426,openmeetings_CVE-2023-28326_6.3.0-RC1,CVE-2023-28326,CWE-306,CWE-306: Missing Authentication for Critical Function,apache,openmeetings,6.3.0-RC1,https://github.com/apache/openmeetings,GHSA-3r48-3m8r-4r9w,2b088f4357b03fa09c4ed64651789183e7f3c343,1fb71af36
427,uri_CVE-2023-28628_v1.13.95,CVE-2023-28628,CWE-601,CWE-601: URL Redirection to Untrusted Site ('Open Redirect'),lambdaisland,uri,v1.13.95,https://github.com/lambdaisland/uri,GHSA-cp4w-6x4w-v2h5,d3355fcd3e235238f4dcd37be97787a84e580072,f46db3e84846f79e14bfee0101d9c7a872321820
428,inlong_CVE-2023-27296_1.5.0-RC0,CVE-2023-27296,CWE-502,CWE-502: Deserialization of Untrusted Data,apache,inlong,1.5.0-RC0,https://github.com/apache/inlong,GHSA-gpqq-59rp-3c3w,34a7e8f501e9edde01a48b4413fcac3770644536,1ec92895349b4af0c866dedbbddae0e974cf64e9
429,jettison_CVE-2023-1436_jettison-1.5.3,CVE-2023-1436,CWE-674,CWE-674: Uncontrolled Recursion,jettison-json,jettison,jettison-1.5.3,https://github.com/jettison-json/jettison,GHSA-q6g2-g7f3-rr83,,
430,undertow_CVE-2022-4492_2.3.4.Final,CVE-2022-4492,CWE-918,CWE-918: Server-Side Request Forgery (SSRF),undertow-io,undertow,2.3.4.Final,https://github.com/undertow-io/undertow,GHSA-pfcc-3g6r-8rg8,e229399e3b7e57dfc7707525d4f4f9fce4e2c4a9,e5071e52b72529a14d3ec436ae7102cea5d918c4
431,sling-org-apache-sling-i18n_CVE-2023-25621_org.apache.sling.i18n-2.5.18,CVE-2023-25621,CWE-269,CWE-269: Improper Privilege Management,apache,sling-org-apache-sling-i18n,org.apache.sling.i18n-2.5.18,https://github.com/apache/sling-org-apache-sling-i18n,GHSA-mrpv-5pmr-p92h,5f915fed0a8fa50088f5d9d94c0bff1f6e93db96,1068a23665379395335bb9e07ff59ceb11c2960e
432,apollo_CVE-2023-25570_v2.0.1,CVE-2023-25570,CWE-306,CWE-306: Missing Authentication for Critical Function,apolloconfig,apollo,v2.0.1,https://github.com/apolloconfig/apollo,GHSA-368x-wmmg-hq5c,c523af6ff0e94a60ca26e1aff23a6526e8cab754,7df79bf8df6960433ed4ff782a54e3dfc74632bd
433,apollo_CVE-2023-25569_v2.0.1,CVE-2023-25569,CWE-352,CWE-352: Cross-Site Request Forgery (CSRF),apolloconfig,apollo,v2.0.1,https://github.com/apolloconfig/apollo,GHSA-fmxq-v8mg-qh25,8824b7dd69c0a93dd5e7f5d1cacdd79bc4e3bb8a,00d968a7229f809b0d8ed0532e8c01a6c2b7c750
434,dd-plist_CVE-2016-15026_dd-plist-1.17,CVE-2016-15026,CWE-611,CWE-611: Improper Restriction of XML External Entity Reference,3breadt,dd-plist,dd-plist-1.17,https://github.com/3breadt/dd-plist,GHSA-4jx2-hvqw-93j9,b9be0f46797aab66cf5302584d69bd62a00c8e64,8c954e8d9f6f6863729e50105a8abf3f87fff74c
435,java-xmlbuilder_CVE-2014-125087_v1.1,CVE-2014-125087,CWE-611,CWE-611: Improper Restriction of XML External Entity Reference,jmurty,java-xmlbuilder,v1.1,https://github.com/jmurty/java-xmlbuilder,GHSA-3vrc-rrpw-r5pw,5d5caa583b14ade1d6713b8e73b58679de50361f,e6fddca201790abab4f2c274341c0bb8835c3e73
436,email-ext-plugin_CVE-2023-25763_email-ext-2.93.1,CVE-2023-25763,CWE-79,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),jenkinsci,email-ext-plugin,email-ext-2.93.1,https://github.com/jenkinsci/email-ext-plugin,GHSA-h97r-fchm-m23x,7b2bd251aa0193d009d85b713362d965dab262d0,ebfb97475ec6491f28b88a8b5acbb99ff36f4d7f
437,email-ext-plugin_CVE-2023-25764_email-ext-2.93.1,CVE-2023-25764,CWE-79,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),jenkinsci,email-ext-plugin,email-ext-2.93.1,https://github.com/jenkinsci/email-ext-plugin,GHSA-p2fr-mq9m-6w6p,f715c42d186f363f64b64a6a6ed76ed241e702c9,7b2bd251aa0193d009d85b713362d965dab262d0
438,pipeline-build-step-plugin_CVE-2023-25762_pipeline-build-step-2.18,CVE-2023-25762,CWE-79,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),jenkinsci,pipeline-build-step-plugin,pipeline-build-step-2.18,https://github.com/jenkinsci/pipeline-build-step-plugin,GHSA-9j65-3f2q-8q2r,1be2439c9fb8fc88496ae6e2db1e7b7b8c359a70,0eaf88a695244ddb69d16c11b96659167dbead92
439,email-ext-plugin_CVE-2023-25765_email-ext-2.93.1,CVE-2023-25765,CWE-693,CWE-693: Protection Mechanism Failure,jenkinsci,email-ext-plugin,email-ext-2.93.1,https://github.com/jenkinsci/email-ext-plugin,GHSA-c9c2-wcxh-3w5j,ebfb97475ec6491f28b88a8b5acbb99ff36f4d7f,ffe44a4c1c1830325787d7ef5e9e19ebf9a936f9
440,shenyu_CVE-2022-42735_v2.5.0,CVE-2022-42735,CWE-269,CWE-269: Improper Privilege Management,apache,shenyu,v2.5.0,https://github.com/apache/shenyu,GHSA-vf8h-2wwj-jq22,,
441,sling-org-apache-sling-jcr-base_CVE-2023-25141_org.apache.sling.jcr.base-3.1.10,CVE-2023-25141,CWE-74,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),apache,sling-org-apache-sling-jcr-base,org.apache.sling.jcr.base-3.1.10,https://github.com/apache/sling-org-apache-sling-jcr-base,GHSA-gvg3-83q4-rfhq,97ea7f527040b1bcb0f7f9888a4c599ca91f58cb,6ed0a030fd5f13774aff0073c55cbe3ace0153cb
442,nifi_CVE-2023-22832_rel/nifi-1.19.1,CVE-2023-22832,CWE-611,CWE-611: Improper Restriction of XML External Entity Reference,apache,nifi,rel/nifi-1.19.1,https://github.com/apache/nifi,GHSA-hxjp-q6c3-38fx,9252dcbc763865962377a190560232a32f24d1cd,e966336e8966cf0cbbd12a2c4f2d73a7ceb75cd8
443,hutool_CVE-2023-24163_5.8.20,CVE-2023-24163,CWE-89,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),chinabugotech,hutool,5.8.20,https://github.com/chinabugotech/hutool,GHSA-6c25-cxcc-pmc4,9f777b35545813fc7055cb6a28b170595e6a728d,0eee7eadc7267641fd53ceabb9e956a112b71c29
444,http-cache-semantics_CVE-2022-25881_v4.1.0,CVE-2022-25881,CWE-1333,CWE-1333: Inefficient Regular Expression Complexity,kornelski,http-cache-semantics,v4.1.0,https://github.com/kornelski/http-cache-semantics,GHSA-rc47-6667-2j5j,b1bdb92638426fab978f31e1330b6833015cabf0,560b2d8ef452bbba20ffed69dc155d63ac757b74
445,semantic-versioning-plugin_CVE-2023-24430_semantic-versioning-plugin-1.14,CVE-2023-24430,CWE-611,CWE-611: Improper Restriction of XML External Entity Reference,jenkinsci,semantic-versioning-plugin,semantic-versioning-plugin-1.14,https://github.com/jenkinsci/semantic-versioning-plugin,GHSA-h8p8-6378-649p,c67a89822f86a7d10498ea2783b833052b719086,8df2fabd7d7396ae29c374914d1357744d3e454f
446,mstest-plugin_CVE-2023-24441_mstest-1.0.0,CVE-2023-24441,CWE-611,CWE-611: Improper Restriction of XML External Entity Reference,jenkinsci,mstest-plugin,mstest-1.0.0,https://github.com/jenkinsci/mstest-plugin,GHSA-3ppr-72x5-x67q,3870f53d9d1ab5759ab82a44c8d6b4ca9d933923,f9b9b0cbdf7559fdd8fc4004e5a242f5801daa67
447,testcomplete-plugin_CVE-2023-24443_TestComplete-2.8.1,CVE-2023-24443,CWE-611,CWE-611: Improper Restriction of XML External Entity Reference,jenkinsci,testcomplete-plugin,TestComplete-2.8.1,https://github.com/jenkinsci/testcomplete-plugin,GHSA-g5mj-c26g-vmpm,194ae55ccc1533dfec2c8ceb116d68c407299239,971003ea578a090ed9a5b9487acb9d2aa93645d3
448,bitbucket-oauth-plugin_CVE-2023-24427_bitbucket-oauth-0.12,CVE-2023-24427,CWE-384,CWE-384: Session Fixation,jenkinsci,bitbucket-oauth-plugin,bitbucket-oauth-0.12,https://github.com/jenkinsci/bitbucket-oauth-plugin,GHSA-x9q4-qwfh-9gjq,a927a8ff2e069afebb97f33f6798033ef4451e4f,b73ac285f8cfcc9727f089c6b2c7f13412285e7c
449,gerrit-trigger-plugin_CVE-2023-24423_gerrit-trigger-2.38.0,CVE-2023-24423,CWE-352,CWE-352: Cross-Site Request Forgery (CSRF),jenkinsci,gerrit-trigger-plugin,gerrit-trigger-2.38.0,https://github.com/jenkinsci/gerrit-trigger-plugin,GHSA-95jq-24cr-pgrq,73c5e81517f0ee5d585e2a8720f7f7b30fb66db8,691d76fdf54d659f8585ea3cbc3cce60d9edfec8
450,keycloak-plugin_CVE-2023-24456_keycloak-2.3.0,CVE-2023-24456,CWE-384,CWE-384: Session Fixation,jenkinsci,keycloak-plugin,keycloak-2.3.0,https://github.com/jenkinsci/keycloak-plugin,GHSA-9963-gmh8-vvm6,e48da7b12473510092de6f74db29298171a30b7e,11ae47695dc7c60f6681214aecde2833e050febb
451,bitbucket-oauth-plugin_CVE-2023-24428_bitbucket-oauth-0.12,CVE-2023-24428,CWE-352,CWE-352: Cross-Site Request Forgery (CSRF),jenkinsci,bitbucket-oauth-plugin,bitbucket-oauth-0.12,https://github.com/jenkinsci/bitbucket-oauth-plugin,GHSA-685j-36qx-3vp2,80a37147784079f2a7e4cd7ac9d28ede56bc4b8a,a927a8ff2e069afebb97f33f6798033ef4451e4f
452,kubernetes-credentials-provider-plugin_CVE-2023-24425_1.208.v128ee9800c04,CVE-2023-24425,CWE-284,CWE-284: Improper Access Control,jenkinsci,kubernetes-credentials-provider-plugin,1.208.v128ee9800c04,https://github.com/jenkinsci/kubernetes-credentials-provider-plugin,GHSA-2jpx-h8j2-g8m4,128ee9800c048d89c334f901a9671608e1218e4e,862c6e5fb1ef65968ebfa399239cbef4fff7afc6
453,semantic-versioning-plugin_CVE-2023-24429_semantic-versioning-plugin-1.14,CVE-2023-24429,CWE-611,CWE-611: Improper Restriction of XML External Entity Reference,jenkinsci,semantic-versioning-plugin,semantic-versioning-plugin-1.14,https://github.com/jenkinsci/semantic-versioning-plugin,GHSA-pcc2-w6m8-x5w4,b462d975d81463f1a5f4d25c015b500fcb4a6836,c67a89822f86a7d10498ea2783b833052b719086
454,keycloak-plugin_CVE-2023-24457_keycloak-2.3.0,CVE-2023-24457,CWE-352,CWE-352: Cross-Site Request Forgery (CSRF),jenkinsci,keycloak-plugin,keycloak-2.3.0,https://github.com/jenkinsci/keycloak-plugin,GHSA-9wrr-4r9v-26xc,de8970c963aa47d30313cf42c83d6cb5cc0d6334,e48da7b12473510092de6f74db29298171a30b7e
455,jopenid_CVE-2010-10006_1.07,CVE-2010-10006,CWE-203,CWE-203: Observable Discrepancy,michaelliao,jopenid,1.07,https://github.com/michaelliao/jopenid,GHSA-m4f8-p58g-j8mj,84a872934493f424f56a3dca86a965a9854f39c9,c9baaa976b684637f0d5a50268e91846a7a719ab
456,java-merge-sort_CVE-2022-24913_java-merge-sort-1.0.2,CVE-2022-24913,CWE-377,CWE-377: Insecure Temporary File,cowtowncoder,java-merge-sort,java-merge-sort-1.0.2,https://github.com/cowtowncoder/java-merge-sort,GHSA-qxxc-7mq4-mf79,83b29a8ab784ff4c6cd05517371aa9893409d29b,450fdee70b5f181c2afc5d817f293efa1a543902
457,zip4j_CVE-2023-22899_v2.11.2,CVE-2023-22899,CWE-346,CWE-346: Origin Validation Error,srikanth-lingala,zip4j,v2.11.2,https://github.com/srikanth-lingala/zip4j,GHSA-2pj2-gchf-wmw7,,
458,application-ckeditor_CVE-2023-22457_application-ckeditor-pom-1.64.2,CVE-2023-22457,CWE-352,CWE-352: Cross-Site Request Forgery (CSRF),xwiki-attic,application-ckeditor,application-ckeditor-pom-1.64.2,https://github.com/xwiki-attic/application-ckeditor,GHSA-6mjp-2rm6-9g85,e6932bacffe3608daa7187dc3cdef55f5762fc55,6b1053164386aefc526df7512bc664918aa6849b
459,dssp_CVE-2016-15011_dssp-1.3.1,CVE-2016-15011,CWE-611,CWE-611: Improper Restriction of XML External Entity Reference,e-Contract,dssp,dssp-1.3.1,https://github.com/e-Contract/dssp,GHSA-77cc-w3wm-6whp,b0a59e5115895129be50c1b3bacd14008fbaf287,ec4238349691ec66dd30b416ec6eaab02d722302
460,james-mime4j_CVE-2022-45787_apache-mime4j-project-0.8.8,CVE-2022-45787,CWE-200,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,apache,james-mime4j,apache-mime4j-project-0.8.8,https://github.com/apache/james-mime4j,GHSA-q84x-3476-8ff2,8479bf6650cf6e56f7446438c23cad2803fc08d2,021eb79ba312fe5a7f99fa867ee5350aa5533069
461,bonita-connector-webservice_CVE-2020-36640_1.3.0,CVE-2020-36640,CWE-611,CWE-611: Improper Restriction of XML External Entity Reference,bonitasoft,bonita-connector-webservice,1.3.0,https://github.com/bonitasoft/bonita-connector-webservice,GHSA-wg99-5vrx-j2gg,17a214d5a3f8af55080855a67a476497e3235689,a12ad691c05af19e9061d7949b6b828ce48815d5
462,aXMLRPC_CVE-2020-36641_aXMLRPC-1.12.0,CVE-2020-36641,CWE-611,CWE-611: Improper Restriction of XML External Entity Reference,gturri,aXMLRPC,aXMLRPC-1.12.0,https://github.com/gturri/aXMLRPC,GHSA-g4r8-28fp-f255,2e59d03c961607d32bc9dc5e7aba931338907603,ad6615b3ec41353e614f6ea5fdd5b046442a832b
463,kylin_CVE-2022-44621_kylin-4.0.2,CVE-2022-44621,CWE-77,CWE-77: Improper Neutralization of Special Elements used in a Command ('Command Injection'),apache,kylin,kylin-4.0.2,https://github.com/apache/kylin,GHSA-w9rv-xmf7-x3gh,35e1487e57cc43bba5e592dfcb4c41a2fb1e8a8b,418a63c61379d429312972fc94b87994e06b664f
464,kylin_CVE-2022-43396_kylin-4.0.2,CVE-2022-43396,CWE-77,CWE-77: Improper Neutralization of Special Elements used in a Command ('Command Injection'),apache,kylin,kylin-4.0.2,https://github.com/apache/kylin,GHSA-f5q9-j9r2-34gq,18c52f3b42fcc8e1f92ae32c6e12f4ddf45fdf64,fd2977e21c51f1afed668f2d9713cf562f2dc42d
465,aws-sdk-android_CVE-2022-4725_release_v2.59.0,CVE-2022-4725,CWE-918,CWE-918: Server-Side Request Forgery (SSRF),aws-amplify,aws-sdk-android,release_v2.59.0,https://github.com/aws-amplify/aws-sdk-android,GHSA-f5h9-qx38-2hgp,cfcce4079f005598b2a56b8a5c9a1eba1bf84710,c3e6d69422e1f0c80fe53f2d757b8df97619af2b
466,karaf_CVE-2022-40145_karaf-4.3.7,CVE-2022-40145,CWE-20,CWE-20: Improper Input Validation,apache,karaf,karaf-4.3.7,https://github.com/apache/karaf,GHSA-c2p4-8mvv-rwmv,,
467,hutool_CVE-2022-4565_5.8.10,CVE-2022-4565,CWE-400,CWE-400: Uncontrolled Resource Consumption,chinabugotech,hutool,5.8.10,https://github.com/chinabugotech/hutool,GHSA-47vx-fqr5-j2gw,,
468,scifio_CVE-2022-4493_scifio-0.43.2,CVE-2022-4493,CWE-22,CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),scifio,scifio,scifio-0.43.2,https://github.com/scifio/scifio,GHSA-cmwm-45mj-mpg3,b6482bf854102eef731f11304ce6f4fac76a7c26,fcb0dbca0ec72b22fe0c9ddc8abc9cb188a0ff31
469,atlas_CVE-2022-34271_release-2.2.0-rc1,CVE-2022-34271,CWE-22,CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),apache,atlas,release-2.2.0-rc1,https://github.com/apache/atlas,GHSA-p782-4j23-xqcg,15fc887065da0b673049065178a8b23ad11cbf63,3415913d252597c24c6b5d19d315375a49e64152
470,jettison_CVE-2022-45693_jettison-1.5.1,CVE-2022-45693,CWE-787,CWE-787: Out-of-bounds Write,jettison-json,jettison,jettison-1.5.1,https://github.com/jettison-json/jettison,GHSA-grr4-wv38-f68w,,
471,jettison_CVE-2022-45685_jettison-1.5.1,CVE-2022-45685,CWE-787,CWE-787: Out-of-bounds Write,jettison-json,jettison,jettison-1.5.1,https://github.com/jettison-json/jettison,GHSA-7rf3-mqpx-h7xg,,
472,hutool_CVE-2022-45688_5.8.24,CVE-2022-45688,CWE-787,CWE-787: Out-of-bounds Write,chinabugotech,hutool,5.8.24,https://github.com/chinabugotech/hutool,GHSA-3vqj-43w4-2q58,,a6e412bded7a0ad605adfeca029318f184c32102
473,hutool_CVE-2022-45690_5.8.10,CVE-2022-45690,CWE-UNKNOWN,,chinabugotech,hutool,5.8.10,https://github.com/chinabugotech/hutool,GHSA-whgh-g24c-3j5q,,7a124d857dc8da1165c87fa788e53359a317d0f7
474,custom-build-properties-plugin_CVE-2022-46686_2.79.vc095ccc85094,CVE-2022-46686,CWE-79,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),jenkinsci,custom-build-properties-plugin,2.79.vc095ccc85094,https://github.com/jenkinsci/custom-build-properties-plugin,GHSA-5g2c-j6v9-vf94,c095ccc85094410715d8b43e565a94e77e75bb11,ff4e27181389955cbb051c1c91f0c85c6adbced0
